Daily averaged kinematic FBC-overflow flux (transport) in Sv

Data references:
Hansen, B., Larsen, K. M. H., Hátún, H., Kristiansen, R., Mortensen, E. Østerhus
Faroe Bank Channel overflow 1995-2015. Havstovan nr. 15-02. Technical report.
http://www.hav.fo/PDF/Ritgerdir/2015/TecRep1502.pdf
Hansen, B., Larsen, K. M. H., Hátún, Østerhus, S. 2016.: A stable Faroe Bank Cha
Ocean Sci., 12, 1205–1220, 2016. www.ocean-sci.net/12/1205/2016/doi:10.5194/os-1
====================
  Year   Mo Da  Flux
2016.709  9 16  1.83
2016.712  9 17  1.99
2016.714  9 18  1.70
2016.717  9 19  1.56
2016.720  9 20  1.43
2016.723  9 21  1.43
2016.725  9 22  1.28
2016.728  9 23  1.44
2016.731  9 24  1.42
2016.734  9 25  1.47
2016.736  9 26  1.68
2016.739  9 27  1.94
2016.742  9 28  2.05
2016.745  9 29  1.88
2016.747  9 30  1.80
2016.750 10  1  2.19
2016.753 10  2  2.45
2016.755 10  3  2.69
2016.758 10  4  2.92
2016.761 10  5  2.45
2016.764 10  6  2.66
2016.766 10  7  3.42
2016.769 10  8  3.31
2016.772 10  9  3.17
2016.775 10 10  3.77
2016.777 10 11  3.54
2016.780 10 12  2.70
2016.783 10 13  2.14
2016.786 10 14  2.64
2016.788 10 15  3.15
2016.791 10 16  3.16
2016.794 10 17  2.42
2016.796 10 18  2.31
2016.799 10 19  2.54
2016.802 10 20  2.43
2016.805 10 21  2.34
2016.807 10 22  2.04
2016.810 10 23  2.11
2016.813 10 24  2.58
2016.816 10 25  2.31
2016.818 10 26  1.76
2016.821 10 27  1.75
2016.824 10 28  2.04
2016.827 10 29  2.24
2016.829 10 30  2.44
2016.832 10 31  2.93
2016.835 11  1  2.86
2016.837 11  2  2.14
2016.840 11  3  2.23
2016.843 11  4  2.65
2016.846 11  5  2.49
2016.848 11  6  1.99
2016.851 11  7  1.86
2016.854 11  8  2.37
2016.857 11  9  2.85
2016.859 11 10  2.95
2016.862 11 11  2.20
2016.865 11 12  2.03
2016.867 11 13  2.01
2016.870 11 14  1.82
2016.873 11 15  1.58
2016.876 11 16  1.52
2016.878 11 17  1.48
2016.881 11 18  2.14
2016.884 11 19  2.38
2016.887 11 20  1.74
2016.889 11 21  1.45
2016.892 11 22  1.58
2016.895 11 23  1.76
2016.898 11 24  1.95
2016.900 11 25  1.83
2016.903 11 26  1.92
2016.906 11 27  2.03
2016.908 11 28  1.94
2016.911 11 29  1.64
2016.914 11 30  1.46
2016.917 12  1  1.45
2016.919 12  2  1.49
2016.922 12  3  1.56
2016.925 12  4  1.78
2016.928 12  5  2.03
2016.930 12  6  2.17
2016.933 12  7  2.24
2016.936 12  8  2.61
2016.939 12  9  2.41
2016.941 12 10  2.10
2016.944 12 11  2.04
2016.947 12 12  2.40
2016.949 12 13  2.46
2016.952 12 14  2.15
2016.955 12 15  2.38
2016.958 12 16  2.35
2016.960 12 17  2.43
2016.963 12 18  2.17
2016.966 12 19  1.83
2016.969 12 20  1.98
2016.971 12 21  1.69
2016.974 12 22  1.32
2016.977 12 23  1.45
2016.980 12 24  1.28
2016.982 12 25  1.51
2016.985 12 26  1.27
2016.988 12 27  1.50
2016.990 12 28  1.72
2016.993 12 29  1.88
2016.996 12 30  1.86
2016.999 12 31  1.82
2017.001  1  1  2.15
2017.004  1  2  2.40
2017.007  1  3  1.90
2017.010  1  4  2.08
2017.012  1  5  2.32
2017.015  1  6  1.92
2017.018  1  7  2.02
2017.021  1  8  2.02
2017.023  1  9  2.16
2017.026  1 10  2.09
2017.029  1 11  1.88
2017.032  1 12  1.42
2017.034  1 13  1.69
2017.037  1 14  1.97
2017.040  1 15  1.82
2017.042  1 16  1.05
2017.045  1 17  1.04
2017.048  1 18  1.11
2017.051  1 19  1.25
2017.053  1 20  1.40
2017.056  1 21  1.96
2017.059  1 22  2.20
2017.062  1 23  1.74
2017.064  1 24  1.56
2017.067  1 25  1.41
2017.070  1 26  1.28
2017.073  1 27  1.42
2017.075  1 28  1.67
2017.078  1 29  1.73
2017.081  1 30  2.22
2017.084  1 31  2.55
2017.086  2  1  1.97
2017.089  2  2  1.74
2017.092  2  3  2.00
2017.095  2  4  1.82
2017.097  2  5  1.76
2017.100  2  6  2.18
2017.103  2  7  2.17
2017.105  2  8  2.14
2017.108  2  9  2.69
2017.111  2 10  2.71
2017.114  2 11  2.01
2017.116  2 12  1.50
2017.119  2 13  1.91
2017.122  2 14  2.45
2017.125  2 15  2.03
2017.127  2 16  1.53
2017.130  2 17  1.78
2017.133  2 18  2.23
2017.136  2 19  2.41
2017.138  2 20  2.15
2017.141  2 21  2.13
2017.144  2 22  2.27
2017.147  2 23  2.66
2017.149  2 24  2.75
2017.152  2 25  1.72
2017.155  2 26  1.38
2017.158  2 27  1.77
2017.160  2 28  1.89
2017.163  3  1  1.72
2017.166  3  2  1.57
2017.168  3  3  1.60
2017.171  3  4  1.84
2017.174  3  5  2.31
2017.177  3  6  2.25
2017.179  3  7  2.08
2017.182  3  8  1.89
2017.185  3  9  1.57
2017.188  3 10  1.62
2017.190  3 11  1.73
2017.193  3 12  1.70
2017.196  3 13  1.47
2017.199  3 14  1.39
2017.201  3 15  1.47
2017.204  3 16  1.90
2017.207  3 17  1.69
2017.210  3 18  1.87
2017.212  3 19  1.65
2017.215  3 20  1.54
2017.218  3 21  1.73
2017.221  3 22  1.97
2017.223  3 23  2.10
2017.226  3 24  2.15
2017.229  3 25  2.01
2017.232  3 26  1.95
2017.234  3 27  2.28
2017.237  3 28  2.44
2017.240  3 29  2.30
2017.242  3 30  2.07
2017.245  3 31  1.65
2017.248  4  1  1.66
2017.251  4  2  1.90
2017.253  4  3  1.99
2017.256  4  4  1.77
2017.259  4  5  1.45
2017.262  4  6  1.56
2017.264  4  7  1.75
2017.267  4  8  1.82
2017.270  4  9  1.78
2017.273  4 10  1.66
2017.275  4 11  1.63
2017.278  4 12  2.32
2017.281  4 13  2.81
2017.284  4 14  2.76
2017.286  4 15  2.89
2017.289  4 16  2.67
2017.292  4 17  2.53
2017.295  4 18  2.81
2017.297  4 19  2.33
2017.300  4 20  1.76
2017.303  4 21  2.05
2017.305  4 22  2.29
2017.308  4 23  2.27
2017.311  4 24  1.69
2017.314  4 25  1.45
2017.316  4 26  1.42
2017.319  4 27  1.39
2017.322  4 28  1.93
2017.325  4 29  2.55
2017.327  4 30  2.99
2017.330  5  1  2.95
2017.333  5  2  2.67
2017.336  5  3  2.10
2017.338  5  4  1.70
2017.341  5  5  2.23
2017.344  5  6  3.03
2017.347  5  7  2.79
2017.349  5  8  3.06
2017.352  5  9  2.82
2017.355  5 10  2.13
2017.358  5 11  1.81
2017.360  5 12  1.75
2017.363  5 13  1.67
2017.366  5 14  1.50
2017.368  5 15  1.62
2017.371  5 16  1.61
2017.374  5 17  1.61
2017.451  6 14  2.30
2017.453  6 15  2.74
2017.456  6 16  2.86
2017.459  6 17  2.98
2017.462  6 18  2.25
2017.464  6 19  2.20
2017.467  6 20  2.87
2017.470  6 21  3.09
2017.473  6 22  2.73
2017.475  6 23  2.72
2017.478  6 24  2.49
2017.481  6 25  1.67
2017.484  6 26  1.53
2017.486  6 27  2.19
2017.489  6 28  2.90
2017.492  6 29  2.83
2017.495  6 30  3.21
2017.497  7  1  3.08
2017.500  7  2  2.52
2017.503  7  3  2.28
2017.505  7  4  2.43
2017.508  7  5  2.29
2017.511  7  6  2.19
2017.514  7  7  2.49
2017.516  7  8  2.71
2017.519  7  9  2.26
2017.522  7 10  2.13
2017.525  7 11  2.27
2017.527  7 12  2.30
2017.530  7 13  2.73
2017.533  7 14  2.76
2017.536  7 15  2.83
2017.538  7 16  2.51
2017.541  7 17  2.17
2017.544  7 18  2.87
2017.547  7 19  3.74
2017.549  7 20  3.10
2017.552  7 21  2.46
2017.555  7 22  2.63
2017.558  7 23  2.56
2017.560  7 24  2.57
2017.563  7 25  2.96
2017.566  7 26  2.84
2017.568  7 27  2.30
2017.571  7 28  2.11
2017.574  7 29  2.63
2017.577  7 30  2.77
2017.579  7 31  2.38
2017.582  8  1  2.38
2017.585  8  2  2.86
2017.588  8  3  2.96
2017.590  8  4  2.46
2017.593  8  5  2.63
2017.596  8  6  3.03
2017.599  8  7  2.76
2017.601  8  8  2.34
2017.604  8  9  2.69
2017.607  8 10  2.55
2017.610  8 11  2.30
2017.612  8 12  2.27
2017.615  8 13  2.51
2017.618  8 14  2.30
2017.621  8 15  2.08
2017.623  8 16  2.06
2017.626  8 17  2.15
2017.629  8 18  2.10
2017.632  8 19  2.25
2017.634  8 20  2.38
2017.637  8 21  2.32
2017.640  8 22  2.02
2017.642  8 23  2.44
2017.645  8 24  2.73
2017.648  8 25  2.78
2017.651  8 26  2.41
2017.653  8 27  2.34
2017.656  8 28  2.51
2017.659  8 29  2.21
2017.662  8 30  1.88
2017.664  8 31  2.04
2017.667  9  1  2.28
2017.670  9  2  2.61
2017.673  9  3  2.80
2017.675  9  4  3.14
2017.678  9  5  3.85
2017.681  9  6  3.07
2017.684  9  7  2.84
2017.686  9  8  2.93
2017.689  9  9  2.60
2017.692  9 10  1.89
2017.695  9 11  1.56
2017.697  9 12  1.96
2017.700  9 13  2.45
2017.703  9 14  2.12
2017.705  9 15  1.81
2017.708  9 16  1.97
2017.711  9 17  2.27
2017.714  9 18  2.31
2017.716  9 19  2.39
2017.719  9 20  2.54
2017.722  9 21  2.21
2017.725  9 22  2.08
2017.727  9 23  1.97
2017.730  9 24  1.74
2017.733  9 25  1.65
2017.736  9 26  1.74
2017.738  9 27  2.01
2017.741  9 28  2.16
2017.744  9 29  2.23
2017.747  9 30  2.04
2017.749 10  1  2.12
2017.752 10  2  2.32
2017.755 10  3  2.19
2017.758 10  4  2.04
2017.760 10  5  1.87
2017.763 10  6  1.97
2017.766 10  7  2.32
2017.768 10  8  2.44
2017.771 10  9  2.38
2017.774 10 10  2.31
2017.777 10 11  2.09
2017.779 10 12  2.02
2017.782 10 13  2.15
2017.785 10 14  1.94
2017.788 10 15  2.17
2017.790 10 16  2.39
2017.793 10 17  2.53
2017.796 10 18  2.71
2017.799 10 19  2.84
2017.801 10 20  2.69
2017.804 10 21  2.65
2017.807 10 22  2.64
2017.810 10 23  2.52
2017.812 10 24  2.20
2017.815 10 25  1.96
2017.818 10 26  1.87
2017.821 10 27  1.95
2017.823 10 28  2.00
2017.826 10 29  2.76
2017.829 10 30  3.29
2017.832 10 31  3.47
2017.834 11  1  2.79
2017.837 11  2  2.66
2017.840 11  3  2.28
2017.842 11  4  2.30
2017.845 11  5  2.59
2017.848 11  6  2.40
2017.851 11  7  2.57
2017.853 11  8  2.52
2017.856 11  9  1.68
2017.859 11 10  1.56
2017.862 11 11  2.05
2017.864 11 12  2.64
2017.867 11 13  2.35
2017.870 11 14  1.91
2017.873 11 15  2.50
2017.875 11 16  2.95
2017.878 11 17  1.84
2017.881 11 18  1.63
2017.884 11 19  2.08
2017.886 11 20  2.60
2017.889 11 21  2.90
2017.892 11 22  2.47
2017.895 11 23  1.62
2017.897 11 24  0.95
2017.900 11 25  0.85
2017.903 11 26  1.15
2017.905 11 27  1.60
2017.908 11 28  2.34
2017.911 11 29  2.75
2017.914 11 30  2.57
2017.916 12  1  2.69
2017.919 12  2  2.65
2017.922 12  3  2.05
2017.925 12  4  1.94
2017.927 12  5  2.62
2017.930 12  6  2.70
2017.933 12  7  2.08
2017.936 12  8  1.96
2017.938 12  9  2.54
2017.941 12 10  2.39
2017.944 12 11  2.14
2017.947 12 12  2.25
2017.949 12 13  2.01
2017.952 12 14  1.83
2017.955 12 15  1.91
2017.958 12 16  1.89
2017.960 12 17  1.86
2017.963 12 18  1.83
2017.966 12 19  1.84
2017.968 12 20  1.86
2017.971 12 21  2.47
2017.974 12 22  2.95
2017.977 12 23  2.56
2017.979 12 24  2.64
2017.982 12 25  2.73
2017.985 12 26  2.67
2017.988 12 27  2.30
2017.990 12 28  2.07
2017.993 12 29  2.26
2017.996 12 30  2.88
2017.999 12 31  2.79
2018.001  1  1  2.01
2018.004  1  2  2.04
2018.007  1  3  2.36
2018.010  1  4  1.99
2018.012  1  5  1.96
2018.015  1  6  2.65
2018.018  1  7  3.11
2018.021  1  8  3.20
2018.023  1  9  2.94
2018.026  1 10  2.50
2018.029  1 11  2.39
2018.032  1 12  2.52
2018.034  1 13  2.95
2018.037  1 14  2.54
2018.040  1 15  2.17
2018.042  1 16  1.87
2018.045  1 17  1.99
2018.048  1 18  2.26
2018.051  1 19  1.82
2018.053  1 20  1.20
2018.056  1 21  1.32
2018.059  1 22  1.82
2018.062  1 23  1.91
2018.064  1 24  1.81
2018.067  1 25  1.47
2018.070  1 26  1.58
2018.073  1 27  1.99
2018.075  1 28  1.65
2018.078  1 29  1.72
2018.081  1 30  2.12
2018.084  1 31  2.49
2018.086  2  1  2.33
2018.089  2  2  2.57
2018.092  2  3  2.30
2018.095  2  4  2.13
2018.097  2  5  1.73
2018.100  2  6  1.76
2018.103  2  7  1.68
2018.105  2  8  1.07
2018.108  2  9  0.96
2018.111  2 10  1.24
2018.114  2 11  1.06
2018.116  2 12  1.07
2018.119  2 13  1.04
2018.122  2 14  1.22
2018.125  2 15  1.39
2018.127  2 16  1.06
2018.130  2 17  1.74
2018.133  2 18  2.43
2018.136  2 19  2.12
2018.138  2 20  1.72
2018.141  2 21  2.01
2018.144  2 22  2.13
2018.147  2 23  2.53
2018.149  2 24  2.19
2018.152  2 25  2.25
2018.155  2 26  2.31
2018.158  2 27  2.51
2018.160  2 28  3.18
2018.163  3  1  3.43
2018.166  3  2  3.16
2018.168  3  3  3.40
2018.171  3  4  3.09
2018.174  3  5  2.59
2018.177  3  6  2.54
2018.179  3  7  2.35
2018.182  3  8  1.50
2018.185  3  9  1.30
2018.188  3 10  1.36
2018.190  3 11  1.65
2018.193  3 12  2.01
2018.196  3 13  2.21
2018.199  3 14  2.20
2018.201  3 15  2.41
2018.204  3 16  2.66
2018.207  3 17  2.85
2018.210  3 18  2.60
2018.212  3 19  2.42
2018.215  3 20  1.76
2018.218  3 21  1.36
2018.221  3 22  1.50
2018.223  3 23  1.84
2018.226  3 24  1.70
2018.229  3 25  1.37
2018.232  3 26  1.41
2018.234  3 27  1.64
2018.237  3 28  2.44
2018.240  3 29  2.86
2018.242  3 30  3.38
2018.245  3 31  2.98
2018.248  4  1  2.48
2018.251  4  2  2.18
2018.253  4  3  2.07
2018.256  4  4  2.00
2018.259  4  5  1.87
2018.262  4  6  2.12
2018.264  4  7  2.26
2018.267  4  8  2.27
2018.270  4  9  2.55
2018.273  4 10  2.77
2018.275  4 11  2.59
2018.278  4 12  2.54
2018.281  4 13  2.27
2018.284  4 14  2.61
2018.286  4 15  2.56
2018.289  4 16  2.19
2018.292  4 17  2.32
2018.295  4 18  2.64
2018.297  4 19  2.52
2018.300  4 20  2.17
2018.303  4 21  2.05
2018.305  4 22  2.37
2018.308  4 23  1.97
2018.311  4 24  1.56
2018.314  4 25  1.63
2018.316  4 26  1.64
2018.319  4 27  1.79
2018.322  4 28  2.11
2018.325  4 29  2.45
2018.327  4 30  2.23
2018.330  5  1  2.09
2018.333  5  2  1.91
2018.336  5  3  1.74
2018.338  5  4  1.76
2018.341  5  5  2.11
2018.344  5  6  1.96
2018.347  5  7  1.92
2018.349  5  8  2.44
2018.352  5  9  2.11
2018.355  5 10  2.19
2018.358  5 11  2.37
2018.360  5 12  3.09
2018.363  5 13  3.24
2018.366  5 14  3.12
2018.368  5 15  3.15
2018.371  5 16  2.29
2018.374  5 17  1.83
2018.377  5 18  2.04
2018.379  5 19  2.70
2018.382  5 20  2.39
2018.462  6 18  2.31
2018.464  6 19  1.82
2018.467  6 20  1.88
2018.470  6 21  2.42
2018.473  6 22  2.80
2018.475  6 23  3.02
2018.478  6 24  3.00
2018.481  6 25  2.29
2018.484  6 26  2.05
2018.486  6 27  2.13
2018.489  6 28  2.47
2018.492  6 29  2.50
2018.495  6 30  2.17
2018.497  7  1  1.75
2018.500  7  2  1.50
2018.503  7  3  2.08
2018.505  7  4  2.35
2018.508  7  5  2.34
2018.511  7  6  2.27
2018.514  7  7  2.53
2018.516  7  8  2.49
2018.519  7  9  2.05
2018.522  7 10  1.99
2018.525  7 11  2.38
2018.527  7 12  2.79
2018.530  7 13  2.60
2018.533  7 14  2.88
2018.536  7 15  3.26
2018.538  7 16  2.90
2018.541  7 17  2.67
2018.544  7 18  3.05
2018.547  7 19  3.10
2018.549  7 20  3.04
2018.552  7 21  2.62
2018.555  7 22  1.85
2018.558  7 23  1.35
2018.560  7 24  1.47
2018.563  7 25  1.58
2018.566  7 26  1.83
2018.568  7 27  1.87
2018.571  7 28  2.22
2018.574  7 29  2.74
2018.577  7 30  3.31
2018.579  7 31  2.43
2018.582  8  1  2.27
2018.585  8  2  3.00
2018.588  8  3  3.02
2018.590  8  4  2.63
2018.593  8  5  2.92
2018.596  8  6  3.47
2018.599  8  7  2.56
2018.601  8  8  2.04
2018.604  8  9  2.46
2018.607  8 10  2.84
2018.610  8 11  2.65
2018.612  8 12  2.71
2018.615  8 13  3.07
2018.618  8 14  2.75
2018.621  8 15  2.03
2018.623  8 16  1.78
2018.626  8 17  1.82
2018.629  8 18  1.98
2018.632  8 19  2.16
2018.634  8 20  2.45
2018.637  8 21  2.48
2018.640  8 22  2.42
2018.642  8 23  2.50
2018.645  8 24  2.72
2018.648  8 25  2.76
2018.651  8 26  2.62
2018.653  8 27  2.55
2018.656  8 28  2.69
2018.659  8 29  2.47
2018.662  8 30  2.40
2018.664  8 31  3.12
2018.667  9  1  3.17
2018.670  9  2  2.22
2018.673  9  3  1.85
2018.675  9  4  2.38
2018.678  9  5  2.65
2018.681  9  6  2.61
2018.684  9  7  2.85
2018.686  9  8  3.18
2018.689  9  9  2.97
2018.692  9 10  2.49
2018.695  9 11  2.23
2018.697  9 12  1.88
2018.700  9 13  2.18
2018.703  9 14  2.63
2018.705  9 15  3.03
2018.708  9 16  2.66
2018.711  9 17  2.07
2018.714  9 18  2.58
2018.716  9 19  2.82
2018.719  9 20  2.46
2018.722  9 21  2.11
2018.725  9 22  2.30
2018.727  9 23  2.65
2018.730  9 24  2.29
2018.733  9 25  1.96
2018.736  9 26  1.99
2018.738  9 27  2.33
2018.741  9 28  2.38
2018.744  9 29  2.05
2018.747  9 30  2.42
2018.749 10  1  2.92
2018.752 10  2  2.50
2018.755 10  3  2.30
2018.758 10  4  2.11
2018.760 10  5  2.37
2018.763 10  6  2.51
2018.766 10  7  2.21
2018.768 10  8  1.61
2018.771 10  9  1.36
2018.774 10 10  1.68
2018.777 10 11  2.29
2018.779 10 12  2.11
2018.782 10 13  1.65
2018.785 10 14  1.57
2018.788 10 15  1.92
2018.790 10 16  2.15
2018.793 10 17  1.73
2018.796 10 18  1.78
2018.799 10 19  2.06
2018.801 10 20  1.85
2018.804 10 21  1.54
2018.807 10 22  1.50
2018.810 10 23  1.54
2018.812 10 24  1.54
2018.815 10 25  1.58
2018.818 10 26  1.85
2018.821 10 27  2.06
2018.823 10 28  1.81
2018.826 10 29  1.66
2018.829 10 30  1.71
2018.832 10 31  1.73
2018.834 11  1  1.57
2018.837 11  2  1.69
2018.840 11  3  1.72
2018.842 11  4  1.46
2018.845 11  5  1.36
2018.848 11  6  1.68
2018.851 11  7  1.80
2018.853 11  8  1.91
2018.856 11  9  1.63
2018.859 11 10  1.58
2018.862 11 11  1.57
2018.864 11 12  1.53
2018.867 11 13  1.52
2018.870 11 14  1.52
2018.873 11 15  1.51
2018.875 11 16  1.60
2018.878 11 17  2.25
2018.881 11 18  2.35
2018.884 11 19  2.51
2018.886 11 20  2.97
2018.889 11 21  3.26
2018.892 11 22  3.46
2018.895 11 23  3.20
2018.897 11 24  3.23
2018.900 11 25  3.13
2018.903 11 26  2.52
2018.905 11 27  3.08
2018.908 11 28  2.96
2018.911 11 29  2.07
2018.914 11 30  1.93
2018.916 12  1  2.41
2018.919 12  2  2.24
2018.922 12  3  2.27
2018.925 12  4  2.21
2018.927 12  5  2.16
2018.930 12  6  2.23
2018.933 12  7  1.90
2018.936 12  8  2.21
2018.938 12  9  2.61
2018.941 12 10  2.54
2018.944 12 11  2.27
2018.947 12 12  2.00
2018.949 12 13  1.97
2018.952 12 14  2.02
2018.955 12 15  2.03
2018.958 12 16  2.44
2018.960 12 17  3.17
2018.963 12 18  3.00
2018.966 12 19  2.55
2018.968 12 20  2.64
2018.971 12 21  2.67
2018.974 12 22  2.22
2018.977 12 23  1.86
2018.979 12 24  1.83
2018.982 12 25  2.21
2018.985 12 26  2.02
2018.988 12 27  1.83
2018.990 12 28  2.05
2018.993 12 29  2.08
2018.996 12 30  1.80
2018.999 12 31  1.52
2019.001  1  1  1.89
2019.004  1  2  2.49
2019.007  1  3  2.46
2019.010  1  4  2.28
2019.012  1  5  2.55
2019.015  1  6  2.82
2019.018  1  7  2.96
2019.021  1  8  2.61
2019.023  1  9  2.68
2019.026  1 10  2.74
2019.029  1 11  2.40
2019.032  1 12  1.81
2019.034  1 13  1.48
2019.037  1 14  1.72
2019.040  1 15  2.13
2019.042  1 16  1.97
2019.045  1 17  1.60
2019.048  1 18  1.52
2019.051  1 19  1.75
2019.053  1 20  2.05
2019.056  1 21  2.01
2019.059  1 22  2.21
2019.062  1 23  2.34
2019.064  1 24  2.02
2019.067  1 25  1.49
2019.070  1 26  1.55
2019.073  1 27  1.24
2019.075  1 28  1.55
2019.078  1 29  1.71
2019.081  1 30  1.58
2019.084  1 31  1.53
2019.086  2  1  1.52
2019.089  2  2  1.46
2019.092  2  3  1.38
2019.095  2  4  1.51
2019.097  2  5  1.64
2019.100  2  6  1.95
2019.103  2  7  2.01
2019.105  2  8  1.77
2019.108  2  9  1.40
2019.111  2 10  1.49
2019.114  2 11  1.90
2019.116  2 12  2.13
2019.119  2 13  1.49
2019.122  2 14  1.22
2019.125  2 15  1.49
2019.127  2 16  2.41
2019.130  2 17  3.13
2019.133  2 18  2.91
2019.136  2 19  2.22
2019.138  2 20  2.57
2019.141  2 21  2.88
2019.144  2 22  2.62
2019.147  2 23  2.58
2019.149  2 24  2.16
2019.152  2 25  2.39
2019.155  2 26  2.44
2019.158  2 27  2.37
2019.160  2 28  3.13
2019.163  3  1  2.54
2019.166  3  2  1.82
2019.168  3  3  1.89
2019.171  3  4  2.28
2019.174  3  5  2.43
2019.177  3  6  2.72
2019.179  3  7  3.24
2019.182  3  8  3.38
2019.185  3  9  3.14
2019.188  3 10  3.17
2019.190  3 11  3.29
2019.193  3 12  2.79
2019.196  3 13  1.71
2019.199  3 14  1.88
2019.201  3 15  2.49
2019.204  3 16  2.44
2019.207  3 17  1.92
2019.210  3 18  1.42
2019.212  3 19  1.18
2019.215  3 20  1.44
2019.218  3 21  2.06
2019.221  3 22  2.03
2019.223  3 23  1.38
2019.226  3 24  1.28
2019.229  3 25  1.31
2019.232  3 26  1.48
2019.234  3 27  1.33
2019.237  3 28  1.17
2019.240  3 29  1.11
2019.242  3 30  1.40
2019.245  3 31  1.78
2019.248  4  1  1.74
2019.251  4  2  1.92
2019.253  4  3  2.39
2019.256  4  4  2.84
2019.259  4  5  2.39
2019.262  4  6  2.22
2019.264  4  7  2.57
2019.267  4  8  2.55
2019.270  4  9  2.55
2019.273  4 10  2.67
2019.275  4 11  1.89
2019.278  4 12  2.27
2019.281  4 13  2.47
2019.284  4 14  2.04
2019.286  4 15  2.82
2019.289  4 16  3.57
2019.292  4 17  3.06
2019.295  4 18  3.33
2019.297  4 19  2.80
2019.300  4 20  1.97
2019.303  4 21  1.82
2019.305  4 22  2.52
2019.308  4 23  2.61
2019.311  4 24  2.30
2019.314  4 25  1.99
2019.316  4 26  1.81
2019.319  4 27  1.91
2019.322  4 28  2.27
2019.325  4 29  2.06
2019.327  4 30  2.29
2019.330  5  1  3.36
2019.333  5  2  3.22
2019.336  5  3  2.33
2019.338  5  4  2.03
2019.341  5  5  2.17
2019.344  5  6  2.26
2019.347  5  7  2.54
2019.349  5  8  2.95
2019.352  5  9  2.41
2019.355  5 10  2.18
2019.358  5 11  2.21
2019.360  5 12  2.08
2019.363  5 13  2.24
2019.366  5 14  2.67
2019.368  5 15  3.42
2019.371  5 16  3.07
2019.440  6 10  2.68
2019.442  6 11  3.21
2019.445  6 12  2.65
2019.448  6 13  2.23
2019.451  6 14  2.12
2019.453  6 15  2.21
2019.456  6 16  2.12
2019.459  6 17  2.33
2019.462  6 18  2.35
2019.464  6 19  2.02
2019.467  6 20  1.82
2019.470  6 21  2.37
2019.473  6 22  2.81
2019.475  6 23  2.98
2019.478  6 24  3.06
2019.481  6 25  2.52
2019.484  6 26  2.58
2019.486  6 27  2.50
2019.489  6 28  2.38
2019.492  6 29  2.63
2019.495  6 30  3.03
2019.497  7  1  2.53
2019.500  7  2  2.24
2019.503  7  3  2.37
2019.505  7  4  2.60
2019.508  7  5  2.54
2019.511  7  6  2.55
2019.514  7  7  2.95
2019.516  7  8  2.61
2019.519  7  9  2.19
2019.522  7 10  2.31
2019.525  7 11  3.10
2019.527  7 12  2.61
2019.530  7 13  2.03
2019.533  7 14  2.27
2019.536  7 15  3.09
2019.538  7 16  2.91
2019.541  7 17  3.07
2019.544  7 18  3.78
2019.547  7 19  3.22
2019.549  7 20  2.50
2019.552  7 21  2.46
2019.555  7 22  2.77
2019.558  7 23  3.54
2019.560  7 24  3.07
2019.563  7 25  2.97
2019.566  7 26  3.58
2019.568  7 27  2.81
2019.571  7 28  1.89
2019.574  7 29  2.26
2019.577  7 30  3.11
2019.579  7 31  3.20
2019.582  8  1  3.11
2019.585  8  2  2.85
2019.588  8  3  2.81
2019.590  8  4  2.85
2019.593  8  5  2.75
2019.596  8  6  2.57
2019.599  8  7  2.48
2019.601  8  8  2.43
2019.604  8  9  2.40
2019.607  8 10  2.48
2019.610  8 11  2.46
2019.612  8 12  2.58
2019.615  8 13  2.61
2019.618  8 14  2.44
2019.621  8 15  2.27
2019.623  8 16  2.38
2019.626  8 17  2.50
2019.629  8 18  2.60
2019.632  8 19  2.83
2019.634  8 20  2.95
2019.637  8 21  3.28
2019.640  8 22  2.93
2019.642  8 23  2.57
2019.645  8 24  2.00
2019.648  8 25  1.67
2019.651  8 26  1.88
2019.653  8 27  2.51
2019.656  8 28  3.38
2019.659  8 29  3.89
2019.662  8 30  3.25
2019.664  8 31  2.91
2019.667  9  1  2.70
2019.670  9  2  2.19
2019.673  9  3  1.73
2019.675  9  4  1.64
2019.678  9  5  1.98
2019.681  9  6  2.17
2019.684  9  7  2.49
2019.686  9  8  2.30
2019.689  9  9  2.27
2019.692  9 10  2.47
2019.695  9 11  2.58
2019.697  9 12  2.21
2019.700  9 13  2.00
2019.703  9 14  2.42
2019.705  9 15  2.22
2019.708  9 16  2.78
2019.711  9 17  3.02
2019.714  9 18  3.35
2019.716  9 19  2.68
2019.719  9 20  2.31
2019.722  9 21  2.38
2019.725  9 22  2.59
2019.727  9 23  2.49
2019.730  9 24  2.38
2019.733  9 25  2.50
2019.736  9 26  3.24
2019.738  9 27  3.44
2019.741  9 28  3.50
2019.744  9 29  3.75
2019.747  9 30  3.45
2019.749 10  1  3.28
2019.752 10  2  2.70
2019.755 10  3  2.35
2019.758 10  4  2.43
2019.760 10  5  2.61
2019.763 10  6  3.37
2019.766 10  7  3.72
2019.768 10  8  3.15
2019.771 10  9  3.31
2019.774 10 10  3.07
2019.777 10 11  2.62
2019.779 10 12  2.47
2019.782 10 13  3.07
2019.785 10 14  3.31
2019.788 10 15  2.99
2019.790 10 16  3.49
2019.793 10 17  3.46
2019.796 10 18  2.94
2019.799 10 19  3.31
2019.801 10 20  4.18
2019.804 10 21  3.92
2019.807 10 22  3.01
2019.810 10 23  3.28
2019.812 10 24  2.82
